map,rssi_med,BSSID,area,Y,X,channel
GHC7,-53.0,00:1a:1e:1e:d2:f0,-11.5!35.5,35.5,-11.5,149
GHC7,-85.0,00:1a:1e:1e:e4:b0,-11.5!35.5,35.5,-11.5,149
GHC7,-67.0,00:1a:1e:1e:ef:70,-11.5!35.5,35.5,-11.5,165
GHC7,-77.0,00:1a:1e:1e:ef:60,-11.5!35.5,35.5,-11.5,1
GHC7,-67.0,00:1a:1e:1e:d9:50,-11.5!35.5,35.5,-11.5,157
GHC7,-73.0,00:1a:1e:1e:d9:40,-11.5!35.5,35.5,-11.5,11
GHC7,-81.0,00:1a:1e:1e:dd:b0,-11.5!35.5,35.5,-11.5,40
GHC7,-65.0,00:1a:1e:1e:d2:e0,-11.5!35.5,35.5,-11.5,6
GHC7,-75.0,00:1a:1e:1e:ee:90,-11.5!35.5,35.5,-11.5,157
GHC7,-71.0,00:1a:1e:1e:ea:30,-11.5!35.5,35.5,-11.5,165
GHC7,-89.0,00:1a:1e:1e:d6:50,-11.5!35.5,35.5,-11.5,165
GHC7,-71.0,00:1a:1e:1e:cc:b0,-11.5!35.5,35.5,-11.5,48
GHC7,-89.0,00:1a:1e:1e:e5:10,-11.5!35.5,35.5,-11.5,165
GHC7,-67.0,00:1a:1e:1e:e3:f0,-11.5!35.5,35.5,-11.5,36
GHC7,-81.0,00:1a:1e:1e:dc:30,-11.5!35.5,35.5,-11.5,165
GHC7,-79.0,00:1a:1e:1e:f0:00,-11.5!35.5,35.5,-11.5,11
GHC7,-63.0,00:1a:1e:1e:f0:10,-11.5!35.5,35.5,-11.5,44
GHC7,-59.0,00:1a:1e:1e:d6:20,-11.5!35.5,35.5,-11.5,1
GHC7,-45.0,00:1a:1e:1e:d6:30,-11.5!35.5,35.5,-11.5,161
GHC7,-71.0,00:1a:1e:1e:e3:e0,-11.5!35.5,35.5,-11.5,1
GHC7,-89.0,00:1a:1e:1f:94:b0,-11.5!35.5,35.5,-11.5,153
GHC7,-73.0,00:1a:1e:1f:94:b0,15.5!49.5,49.5,15.5,153
GHC7,-89.0,00:1a:1e:1e:ea:30,15.5!49.5,49.5,15.5,165
GHC7,-77.0,00:1a:1e:1e:ea:70,15.5!49.5,49.5,15.5,149
GHC7,-57.0,00:1a:1e:1e:d2:f0,15.5!49.5,49.5,15.5,149
GHC7,-57.0,00:1a:1e:1e:d9:50,15.5!49.5,49.5,15.5,157
GHC7,-59.0,00:1a:1e:1e:dd:b0,15.5!49.5,49.5,15.5,40
GHC7,-55.0,00:1a:1e:1e:d6:50,15.5!49.5,49.5,15.5,165
GHC7,-73.0,00:1a:1e:1e:cc:b0,15.5!49.5,49.5,15.5,48
GHC7,-85.0,00:1a:1e:1e:dc:30,15.5!49.5,49.5,15.5,165
GHC7,-89.0,00:1a:1e:1e:ef:70,15.5!49.5,49.5,15.5,165
GHC7,-87.0,00:1a:1e:1e:f0:10,15.5!49.5,49.5,15.5,44
GHC7,-77.0,00:1a:1e:1e:d6:30,15.5!49.5,49.5,15.5,161
GHC7,-69.0,00:1a:1e:1e:dd:a0,15.5!49.5,49.5,15.5,6
GHC7,-91.0,00:1a:1e:1e:e3:f0,15.5!49.5,49.5,15.5,36
GHC7,-67.0,00:1a:1e:1e:d9:40,15.5!49.5,49.5,15.5,11
GHC7,-61.0,00:1a:1e:1e:d6:40,15.5!49.5,49.5,15.5,1
GHC7,-65.0,00:1a:1e:1e:db:90,15.5!49.5,49.5,15.5,36
GHC7,-83.0,00:1a:1e:1e:e4:90,15.5!49.5,49.5,15.5,48
GHC7,-81.0,00:1a:1e:1e:cc:a0,15.5!49.5,49.5,15.5,1
GHC7,-75.0,00:1a:1e:1e:ef:30,15.5!49.5,49.5,15.5,44
GHC7,-79.0,00:1a:1e:1e:d1:b0,15.5!49.5,49.5,15.5,165
GHC7,-75.0,00:1a:1e:1e:ef:50,15.5!49.5,49.5,15.5,157
GHC7,-83.0,00:1a:1e:1e:dc:30,-10.5!32.5,32.5,-10.5,165
GHC7,-71.0,00:1a:1e:1e:ef:70,-10.5!32.5,32.5,-10.5,165
GHC7,-69.0,00:1a:1e:1e:d9:50,-10.5!32.5,32.5,-10.5,157
GHC7,-77.0,00:1a:1e:1e:ee:90,-10.5!32.5,32.5,-10.5,157
GHC7,-81.0,00:1a:1e:1e:dd:b0,-10.5!32.5,32.5,-10.5,40
GHC7,-89.0,00:1a:1e:1e:db:90,-10.5!32.5,32.5,-10.5,36
GHC7,-75.0,00:1a:1e:1e:ea:30,-10.5!32.5,32.5,-10.5,165
GHC7,-81.0,00:1a:1e:1e:d6:50,-10.5!32.5,32.5,-10.5,165
GHC7,-59.0,00:1a:1e:1e:cc:b0,-10.5!32.5,32.5,-10.5,48
GHC7,-73.0,00:1a:1e:1e:e3:f0,-10.5!32.5,32.5,-10.5,36
GHC7,-71.0,00:1a:1e:1e:f0:10,-10.5!32.5,32.5,-10.5,44
GHC7,-39.0,00:1a:1e:1e:d6:30,-10.5!32.5,32.5,-10.5,161
GHC7,-77.0,00:1a:1e:1f:94:b0,-10.5!32.5,32.5,-10.5,153
GHC7,-73.0,00:1a:1e:1e:e7:a0,-11.5!2.5,2.5,-11.5,1
GHC7,-79.0,00:1a:1e:1e:da:c0,-11.5!2.5,2.5,-11.5,6
GHC7,-67.0,00:1a:1e:1e:db:50,-11.5!2.5,2.5,-11.5,153
GHC7,-81.0,00:1a:1e:1e:ca:b0,-11.5!2.5,2.5,-11.5,44
GHC7,-67.0,00:1a:1e:1f:99:20,-11.5!2.5,2.5,-11.5,6
GHC7,-77.0,00:1a:1e:1e:cc:50,-11.5!2.5,2.5,-11.5,165
GHC7,-89.0,00:1a:1e:1e:db:10,-11.5!2.5,2.5,-11.5,149
GHC7,-57.0,00:1a:1e:1e:d2:50,-11.5!2.5,2.5,-11.5,161
GHC7,-71.0,00:1a:1e:1e:ea:50,-11.5!2.5,2.5,-11.5,44
GHC7,-65.0,00:1a:1e:1e:c8:e0,-11.5!2.5,2.5,-11.5,6
GHC7,-81.0,00:1a:1e:1e:d1:30,-11.5!2.5,2.5,-11.5,149
GHC7,-59.0,00:1a:1e:1e:cf:80,-11.5!2.5,2.5,-11.5,11
GHC7,-65.0,00:1a:1e:1f:6c:90,-11.5!2.5,2.5,-11.5,149
GHC7,-65.0,00:1a:1e:1e:ca:f0,-11.5!2.5,2.5,-11.5,157
GHC7,-75.0,00:1a:1e:1e:d6:90,-11.5!2.5,2.5,-11.5,153
GHC7,-59.0,00:1a:1e:1e:e7:b0,-11.5!2.5,2.5,-11.5,36
GHC7,-69.0,00:1a:1e:1f:99:30,-11.5!2.5,2.5,-11.5,149
GHC7,-73.0,00:1a:1e:1e:da:d0,-11.5!2.5,2.5,-11.5,165
GHC7,-73.0,00:1a:1e:1e:d2:40,-11.5!2.5,2.5,-11.5,11
GHC7,-79.0,00:1a:1e:1e:ea:40,-11.5!2.5,2.5,-11.5,1
GHC7,-71.0,00:1a:1e:1e:d8:50,-11.5!2.5,2.5,-11.5,157
GHC7,-91.0,00:1a:1e:1e:dd:90,-11.5!2.5,2.5,-11.5,44
GHC7,-49.0,00:1a:1e:1e:cf:90,-11.5!2.5,2.5,-11.5,165
GHC7,-63.0,00:1a:1e:1e:c8:f0,-11.5!2.5,2.5,-11.5,36
GHC7,-69.0,00:1a:1e:1f:6c:80,-11.5!2.5,2.5,-11.5,11
GHC7,-85.0,00:1a:1e:1e:cb:f0,-11.5!2.5,2.5,-11.5,48
GHC7,-83.0,00:1a:1e:1e:ef:10,-11.5!2.5,2.5,-11.5,157
GHC7,-87.0,00:1a:1e:1e:cb:d0,-11.5!2.5,2.5,-11.5,40
GHC7,-71.0,00:1a:1e:1e:ca:e0,-11.5!2.5,2.5,-11.5,1
GHC7,-79.0,00:1a:1e:1e:c8:e0,-10.5!-11.5,-11.5,-10.5,6
GHC7,-67.0,00:1a:1e:1e:db:40,-10.5!-11.5,-11.5,-10.5,6
GHC7,-47.0,00:1a:1e:1e:e7:a0,0.5!5.5,5.5,0.5,1
GHC7,-73.0,00:1a:1e:1e:da:c0,0.5!5.5,5.5,0.5,6
GHC7,-79.0,00:1a:1e:1e:db:50,0.5!5.5,5.5,0.5,153
GHC7,-77.0,00:1a:1e:1f:99:20,0.5!5.5,5.5,0.5,6
GHC7,-87.0,00:1a:1e:1e:eb:10,0.5!5.5,5.5,0.5,165
GHC7,-83.0,00:1a:1e:1e:cc:50,0.5!5.5,5.5,0.5,165
GHC7,-87.0,00:1a:1e:1e:db:10,0.5!5.5,5.5,0.5,149
GHC7,-75.0,00:1a:1e:1e:d2:50,0.5!5.5,5.5,0.5,161
GHC7,-81.0,00:1a:1e:1e:ea:50,0.5!5.5,5.5,0.5,44
GHC7,-73.0,00:1a:1e:1e:d8:40,0.5!5.5,5.5,0.5,1
GHC7,-87.0,00:1a:1e:1e:dd:b0,0.5!5.5,5.5,0.5,40
GHC7,-75.0,00:1a:1e:1e:d1:30,0.5!5.5,5.5,0.5,149
GHC7,-65.0,00:1a:1e:1e:cf:80,0.5!5.5,5.5,0.5,11
GHC7,-85.0,00:1a:1e:1e:cc:b0,0.5!5.5,5.5,0.5,48
GHC7,-77.0,00:1a:1e:1f:6c:90,0.5!5.5,5.5,0.5,149
GHC7,-81.0,00:1a:1e:1e:ef:00,0.5!5.5,5.5,0.5,6
GHC7,-85.0,00:1a:1e:1e:e4:d0,0.5!5.5,5.5,0.5,36
GHC7,-75.0,00:1a:1e:1e:e2:70,0.5!5.5,5.5,0.5,157
GHC7,-85.0,00:1a:1e:1e:ca:f0,0.5!5.5,5.5,0.5,157
GHC7,-41.0,00:1a:1e:1e:e7:b0,0.5!5.5,5.5,0.5,36
GHC7,-67.0,00:1a:1e:1f:99:30,0.5!5.5,5.5,0.5,149
GHC7,-63.0,00:1a:1e:1e:da:d0,0.5!5.5,5.5,0.5,165
GHC7,-79.0,00:1a:1e:1e:d2:40,0.5!5.5,5.5,0.5,11
GHC7,-89.0,00:1a:1e:1e:f0:70,0.5!5.5,5.5,0.5,157
GHC7,-73.0,00:1a:1e:1e:d8:50,0.5!5.5,5.5,0.5,157
GHC7,-81.0,00:1a:1e:1e:dd:70,0.5!5.5,5.5,0.5,165
GHC7,-91.0,00:1a:1e:1e:dd:90,0.5!5.5,5.5,0.5,44
GHC7,-63.0,00:1a:1e:1e:cf:90,0.5!5.5,5.5,0.5,165
GHC7,-83.0,00:1a:1e:1e:c8:f0,0.5!5.5,5.5,0.5,36
GHC7,-85.0,00:1a:1e:1e:cb:f0,0.5!5.5,5.5,0.5,48
GHC7,-75.0,00:1a:1e:1e:e9:90,0.5!5.5,5.5,0.5,153
GHC7,-73.0,00:1a:1e:1e:ef:10,0.5!5.5,5.5,0.5,157
GHC7,-87.0,00:1a:1e:19:1e:50,0.5!5.5,5.5,0.5,40
GHC7,-79.0,00:1a:1e:1e:d2:f0,10.5!36.5,36.5,10.5,149
GHC7,-59.0,00:1a:1e:1e:dd:a0,10.5!36.5,36.5,10.5,6
GHC7,-69.0,00:1a:1e:1f:94:b0,10.5!36.5,36.5,10.5,153
GHC7,-67.0,00:1a:1e:1e:d9:40,10.5!36.5,36.5,10.5,11
GHC7,-83.0,00:1a:1e:1e:dc:30,10.5!36.5,36.5,10.5,165
GHC7,-73.0,00:1a:1e:1e:ea:30,10.5!36.5,36.5,10.5,165
GHC7,-69.0,00:1a:1e:1e:d6:40,10.5!36.5,36.5,10.5,1
GHC7,-61.0,00:1a:1e:1e:d6:50,10.5!36.5,36.5,10.5,165
GHC7,-55.0,00:1a:1e:1e:cc:b0,10.5!36.5,36.5,10.5,48
GHC7,-83.0,00:1a:1e:1e:da:d0,10.5!36.5,36.5,10.5,165
GHC7,-85.0,00:1a:1e:1e:e4:90,10.5!36.5,36.5,10.5,48
GHC7,-69.0,00:1a:1e:1e:cc:a0,10.5!36.5,36.5,10.5,1
GHC7,-75.0,00:1a:1e:1e:ea:60,10.5!36.5,36.5,10.5,11
GHC7,-69.0,00:1a:1e:1e:ea:70,10.5!36.5,36.5,10.5,149
GHC7,-79.0,00:1a:1e:1e:ef:30,10.5!36.5,36.5,10.5,44
GHC7,-77.0,00:1a:1e:1e:d6:30,10.5!36.5,36.5,10.5,161
GHC7,-77.0,00:1a:1e:1e:ef:50,10.5!36.5,36.5,10.5,157
GHC7,-73.0,00:1a:1e:1e:d9:50,10.5!36.5,36.5,10.5,157
GHC7,-73.0,00:1a:1e:1e:e7:a0,-11.5!0.5,0.5,-11.5,1
GHC7,-83.0,00:1a:1e:1e:d1:30,-11.5!0.5,0.5,-11.5,149
GHC7,-63.0,00:1a:1e:1e:db:50,-11.5!0.5,0.5,-11.5,153
GHC7,-77.0,00:1a:1e:1e:ca:b0,-11.5!0.5,0.5,-11.5,44
GHC7,-57.0,00:1a:1e:1e:d2:50,-11.5!0.5,0.5,-11.5,161
GHC7,-75.0,00:1a:1e:1e:cc:50,-11.5!0.5,0.5,-11.5,165
GHC7,-75.0,00:1a:1e:1e:ea:50,-11.5!0.5,0.5,-11.5,44
GHC7,-83.0,00:1a:1e:1e:d8:40,-11.5!0.5,0.5,-11.5,1
GHC7,-69.0,00:1a:1e:1e:c8:e0,-11.5!0.5,0.5,-11.5,6
GHC7,-45.0,00:1a:1e:1e:cf:80,-11.5!0.5,0.5,-11.5,11
GHC7,-63.0,00:1a:1e:1f:6c:90,-11.5!0.5,0.5,-11.5,149
GHC7,-65.0,00:1a:1e:1e:ca:f0,-11.5!0.5,0.5,-11.5,157
GHC7,-91.0,00:1a:1e:1e:cd:30,-11.5!0.5,0.5,-11.5,36
GHC7,-75.0,00:1a:1e:1e:d6:90,-11.5!0.5,0.5,-11.5,153
GHC7,-63.0,00:1a:1e:1e:e7:b0,-11.5!0.5,0.5,-11.5,36
GHC7,-67.0,00:1a:1e:1f:99:30,-11.5!0.5,0.5,-11.5,149
GHC7,-73.0,00:1a:1e:1e:da:d0,-11.5!0.5,0.5,-11.5,165
GHC7,-67.0,00:1a:1e:1e:d2:40,-11.5!0.5,0.5,-11.5,11
GHC7,-73.0,00:1a:1e:1e:d8:50,-11.5!0.5,0.5,-11.5,157
GHC7,-91.0,00:1a:1e:1e:dd:90,-11.5!0.5,0.5,-11.5,44
GHC7,-51.0,00:1a:1e:1e:cf:90,-11.5!0.5,0.5,-11.5,165
GHC7,-59.0,00:1a:1e:1e:c8:f0,-11.5!0.5,0.5,-11.5,36
GHC7,-65.0,00:1a:1e:1f:6c:80,-11.5!0.5,0.5,-11.5,11
GHC7,-87.0,00:1a:1e:1e:cb:f0,-11.5!0.5,0.5,-11.5,48
GHC7,-69.0,00:1a:1e:1e:e9:90,-11.5!0.5,0.5,-11.5,153
GHC7,-77.0,00:1a:1e:1e:e7:a0,20.5!2.5,2.5,20.5,1
GHC7,-53.0,00:1a:1e:1e:d1:30,20.5!2.5,2.5,20.5,149
GHC7,-77.0,00:1a:1e:1e:eb:10,20.5!2.5,2.5,20.5,165
GHC7,-81.0,00:1a:1e:1e:c9:50,20.5!2.5,2.5,20.5,153
GHC7,-79.0,00:1a:1e:1e:ea:50,20.5!2.5,2.5,20.5,44
GHC7,-87.0,00:1a:1e:1e:dd:b0,20.5!2.5,2.5,20.5,40
GHC7,-47.0,00:1a:1e:1e:da:c0,20.5!2.5,2.5,20.5,6
GHC7,-87.0,00:1a:1e:1e:cc:b0,20.5!2.5,2.5,20.5,48
GHC7,-75.0,00:1a:1e:1e:e4:d0,20.5!2.5,2.5,20.5,36
GHC7,-81.0,00:1a:1e:1e:e5:30,20.5!2.5,2.5,20.5,36
GHC7,-85.0,00:1a:1e:1e:e2:70,20.5!2.5,2.5,20.5,157
GHC7,-79.0,00:1a:1e:1e:d1:20,20.5!2.5,2.5,20.5,11
GHC7,-73.0,00:1a:1e:1e:e7:b0,20.5!2.5,2.5,20.5,36
GHC7,-85.0,00:1a:1e:1f:99:30,20.5!2.5,2.5,20.5,149
GHC7,-37.0,00:1a:1e:1e:da:d0,20.5!2.5,2.5,20.5,165
GHC7,-91.0,00:1a:1e:1e:f0:70,20.5!2.5,2.5,20.5,157
GHC7,-77.0,00:1a:1e:1e:d8:50,20.5!2.5,2.5,20.5,157
GHC7,-77.0,00:1a:1e:1e:dd:90,20.5!2.5,2.5,20.5,44
GHC7,-77.0,00:1a:1e:1e:cf:90,20.5!2.5,2.5,20.5,165
GHC7,-89.0,00:1a:1e:1f:98:50,20.5!2.5,2.5,20.5,44
GHC7,-77.0,00:1a:1e:1e:cb:f0,20.5!2.5,2.5,20.5,48
GHC7,-87.0,00:1a:1e:1e:e9:90,20.5!2.5,2.5,20.5,153
GHC7,-83.0,00:1a:1e:1e:ef:10,20.5!2.5,2.5,20.5,157
GHC7,-93.0,00:1a:1e:1e:cb:d0,20.5!2.5,2.5,20.5,40
GHC7,-59.0,00:1a:1e:1e:ef:70,-20.5!38.5,38.5,-20.5,165
GHC7,-85.0,00:1a:1e:1f:94:b0,-20.5!38.5,38.5,-20.5,153
GHC7,-75.0,00:1a:1e:1e:d6:50,-20.5!38.5,38.5,-20.5,165
GHC7,-71.0,00:1a:1e:1e:ea:30,-20.5!38.5,38.5,-20.5,165
GHC7,-65.0,00:1a:1e:1e:ee:90,-20.5!38.5,38.5,-20.5,157
GHC7,-73.0,00:1a:1e:1e:cc:b0,-20.5!38.5,38.5,-20.5,48
GHC7,-89.0,00:1a:1e:1e:d1:b0,-20.5!38.5,38.5,-20.5,165
GHC7,-87.0,00:1a:1e:1e:db:90,-20.5!38.5,38.5,-20.5,36
GHC7,-57.0,00:1a:1e:1e:d6:30,-20.5!38.5,38.5,-20.5,161
GHC7,-57.0,00:1a:1e:1e:d9:50,-20.5!38.5,38.5,-20.5,157
GHC7,-73.0,00:1a:1e:1f:94:b0,-12.5!31.5,31.5,-12.5,153
GHC7,-79.0,00:1a:1e:1e:d3:c0,12.5!-42.5,-42.5,12.5,6
GHC7,-83.0,00:1a:1e:1e:cd:30,12.5!-42.5,-42.5,12.5,36
GHC7,-45.0,00:1a:1e:1e:e6:f0,12.5!-42.5,-42.5,12.5,165
GHC7,-59.0,00:1a:1e:1e:d9:f0,12.5!-42.5,-42.5,12.5,36
GHC7,-85.0,00:1a:1e:1e:d7:90,12.5!-42.5,-42.5,12.5,149
GHC7,-85.0,00:1a:1e:1e:cb:30,12.5!-42.5,-42.5,12.5,149
GHC7,-81.0,00:1a:1e:1e:dd:f0,12.5!-42.5,-42.5,12.5,153
GHC7,-71.0,00:1a:1e:1e:d3:d0,12.5!-42.5,-42.5,12.5,48
GHC7,-65.0,00:1a:1e:1e:d9:e0,12.5!-42.5,-42.5,12.5,6
GHC7,-79.0,00:1a:1e:1e:d9:d0,12.5!-42.5,-42.5,12.5,40
GHC7,-81.0,00:1a:1e:1e:ea:50,12.5!-42.5,-42.5,12.5,44
GHC7,-49.0,00:1a:1e:1e:e6:e0,12.5!-42.5,-42.5,12.5,11
GHC7,-91.0,00:1a:1e:1e:f0:70,12.5!-42.5,-42.5,12.5,157
GHC7,-79.0,00:1a:1e:1e:d6:f0,12.5!-42.5,-42.5,12.5,165
GHC7,-59.0,00:1a:1e:1e:d2:f0,18.5!50.5,50.5,18.5,149
GHC7,-67.0,00:1a:1e:1e:dd:a0,18.5!50.5,50.5,18.5,6
GHC7,-73.0,00:1a:1e:1e:db:80,18.5!50.5,50.5,18.5,1
GHC7,-71.0,00:1a:1e:1f:94:b0,18.5!50.5,50.5,18.5,153
GHC7,-67.0,00:1a:1e:1e:d9:40,18.5!50.5,50.5,18.5,11
GHC7,-89.0,00:1a:1e:1e:ee:90,18.5!50.5,50.5,18.5,157
GHC7,-91.0,00:1a:1e:1e:ea:30,18.5!50.5,50.5,18.5,165
GHC7,-65.0,00:1a:1e:1e:d6:40,18.5!50.5,50.5,18.5,1
GHC7,-79.0,00:1a:1e:1f:94:a0,18.5!50.5,50.5,18.5,6
GHC7,-75.0,00:1a:1e:1e:cc:b0,18.5!50.5,50.5,18.5,48
GHC7,-81.0,00:1a:1e:1e:e4:90,18.5!50.5,50.5,18.5,48
GHC7,-83.0,00:1a:1e:1e:ea:60,18.5!50.5,50.5,18.5,11
GHC7,-77.0,00:1a:1e:1e:ea:70,18.5!50.5,50.5,18.5,149
GHC7,-75.0,00:1a:1e:1e:d1:b0,18.5!50.5,50.5,18.5,165
GHC7,-75.0,00:1a:1e:1e:d6:30,18.5!50.5,50.5,18.5,161
GHC7,-69.0,00:1a:1e:1e:ef:50,18.5!50.5,50.5,18.5,157
GHC7,-79.0,00:1a:1e:1e:ef:40,18.5!50.5,50.5,18.5,1
GHC7,-57.0,00:1a:1e:1e:d9:50,18.5!50.5,50.5,18.5,157
GHC7,-83.0,00:1a:1e:1e:dc:20,10.5!38.5,38.5,10.5,6
GHC7,-71.0,00:1a:1e:1f:94:b0,10.5!38.5,38.5,10.5,153
GHC7,-77.0,00:1a:1e:1e:ea:30,10.5!38.5,38.5,10.5,165
GHC7,-69.0,00:1a:1e:1e:ea:70,10.5!38.5,38.5,10.5,149
GHC7,-79.0,00:1a:1e:1e:d2:f0,10.5!38.5,38.5,10.5,149
GHC7,-87.0,00:1a:1e:1e:e5:10,10.5!38.5,38.5,10.5,165
GHC7,-69.0,00:1a:1e:1e:d9:50,10.5!38.5,38.5,10.5,157
GHC7,-39.0,00:1a:1e:1e:dd:b0,10.5!38.5,38.5,10.5,40
GHC7,-77.0,00:1a:1e:1e:db:80,10.5!38.5,38.5,10.5,1
GHC7,-59.0,00:1a:1e:1e:d6:50,10.5!38.5,38.5,10.5,165
GHC7,-59.0,00:1a:1e:1e:cc:b0,10.5!38.5,38.5,10.5,48
GHC7,-83.0,00:1a:1e:1e:dc:30,10.5!38.5,38.5,10.5,165
GHC7,-91.0,00:1a:1e:1e:e7:b0,10.5!38.5,38.5,10.5,36
GHC7,-81.0,00:1a:1e:1e:da:d0,10.5!38.5,38.5,10.5,165
GHC7,-81.0,00:1a:1e:1e:ea:60,10.5!38.5,38.5,10.5,11
GHC7,-79.0,00:1a:1e:1e:d6:30,10.5!38.5,38.5,10.5,161
GHC7,-57.0,00:1a:1e:1e:dd:a0,10.5!38.5,38.5,10.5,6
GHC7,-71.0,00:1a:1e:1e:d9:40,10.5!38.5,38.5,10.5,11
GHC7,-67.0,00:1a:1e:1e:db:90,10.5!38.5,38.5,10.5,36
GHC7,-83.0,00:1a:1e:1e:e4:90,10.5!38.5,38.5,10.5,48
GHC7,-75.0,00:1a:1e:1e:cc:a0,10.5!38.5,38.5,10.5,1
GHC7,-77.0,00:1a:1e:1e:ef:30,10.5!38.5,38.5,10.5,44
GHC7,-75.0,00:1a:1e:1e:d1:b0,10.5!38.5,38.5,10.5,165
GHC7,-71.0,00:1a:1e:1e:ef:50,10.5!38.5,38.5,10.5,157
GHC7,-81.0,00:1a:1e:1f:94:b0,9.5!5.5,5.5,9.5,153
GHC7,-59.0,00:1a:1e:1e:e7:a0,9.5!5.5,5.5,9.5,1
GHC7,-63.0,00:1a:1e:1e:da:c0,9.5!5.5,5.5,9.5,6
GHC7,-85.0,00:1a:1e:1e:db:50,9.5!5.5,5.5,9.5,153
GHC7,-77.0,00:1a:1e:1e:cf:80,9.5!5.5,5.5,9.5,11
GHC7,-77.0,00:1a:1e:1f:99:20,9.5!5.5,5.5,9.5,6
GHC7,-83.0,00:1a:1e:1e:eb:10,9.5!5.5,5.5,9.5,165
GHC7,-85.0,00:1a:1e:1e:c9:50,9.5!5.5,5.5,9.5,153
GHC7,-89.0,00:1a:1e:1e:db:10,9.5!5.5,5.5,9.5,149
GHC7,-77.0,00:1a:1e:1e:d8:50,9.5!5.5,5.5,9.5,157
GHC7,-83.0,00:1a:1e:1e:d2:50,9.5!5.5,5.5,9.5,161
GHC7,-81.0,00:1a:1e:1e:db:90,9.5!5.5,5.5,9.5,36
GHC7,-79.0,00:1a:1e:1e:d9:f0,9.5!5.5,5.5,9.5,36
GHC7,-77.0,00:1a:1e:1e:d8:40,9.5!5.5,5.5,9.5,1
GHC7,-87.0,00:1a:1e:1e:d9:50,9.5!5.5,5.5,9.5,157
GHC7,-67.0,00:1a:1e:1e:dd:b0,9.5!5.5,5.5,9.5,40
GHC7,-75.0,00:1a:1e:1e:ea:50,9.5!5.5,5.5,9.5,44
GHC7,-69.0,00:1a:1e:1e:d1:30,9.5!5.5,5.5,9.5,149
GHC7,-79.0,00:1a:1e:1e:d6:50,9.5!5.5,5.5,9.5,165
GHC7,-67.0,00:1a:1e:1e:cc:b0,9.5!5.5,5.5,9.5,48
GHC7,-87.0,00:1a:1e:1f:6c:90,9.5!5.5,5.5,9.5,149
GHC7,-79.0,00:1a:1e:1e:ef:00,9.5!5.5,5.5,9.5,6
GHC7,-83.0,00:1a:1e:1e:e4:d0,9.5!5.5,5.5,9.5,36
GHC7,-87.0,00:1a:1e:1e:e5:30,9.5!5.5,5.5,9.5,36
GHC7,-83.0,00:1a:1e:1e:e2:70,9.5!5.5,5.5,9.5,157
GHC7,-91.0,00:1a:1e:1e:cb:d0,9.5!5.5,5.5,9.5,40
GHC7,-93.0,00:1a:1e:1e:ca:f0,9.5!5.5,5.5,9.5,157
GHC7,-87.0,00:1a:1e:1e:d2:f0,9.5!5.5,5.5,9.5,149
GHC7,-59.0,00:1a:1e:1e:e7:b0,9.5!5.5,5.5,9.5,36
GHC7,-75.0,00:1a:1e:1f:99:30,9.5!5.5,5.5,9.5,149
GHC7,-55.0,00:1a:1e:1e:da:d0,9.5!5.5,5.5,9.5,165
GHC7,-79.0,00:1a:1e:1e:d6:30,9.5!5.5,5.5,9.5,161
GHC7,-83.0,00:1a:1e:1e:ea:40,9.5!5.5,5.5,9.5,1
GHC7,-89.0,00:1a:1e:1e:f0:70,9.5!5.5,5.5,9.5,157
GHC7,-77.0,00:1a:1e:1e:dd:a0,9.5!5.5,5.5,9.5,6
GHC7,-89.0,00:1a:1e:1e:dd:70,9.5!5.5,5.5,9.5,165
GHC7,-81.0,00:1a:1e:1e:dd:90,9.5!5.5,5.5,9.5,44
GHC7,-67.0,00:1a:1e:1e:cf:90,9.5!5.5,5.5,9.5,165
GHC7,-89.0,00:1a:1e:1e:c8:f0,9.5!5.5,5.5,9.5,36
GHC7,-79.0,00:1a:1e:1e:cb:f0,9.5!5.5,5.5,9.5,48
GHC7,-81.0,00:1a:1e:1e:e9:90,9.5!5.5,5.5,9.5,153
GHC7,-81.0,00:1a:1e:1e:ef:10,9.5!5.5,5.5,9.5,157
GHC7,-79.0,00:1a:1e:1e:d3:d0,9.5!5.5,5.5,9.5,48
GHC7,-91.0,00:1a:1e:19:1e:50,9.5!5.5,5.5,9.5,40
GHC7,-73.0,00:1a:1e:1e:d8:50,-10.5!-2.5,-2.5,-10.5,157
GHC7,-67.0,00:1a:1e:1e:e7:b0,-10.5!-2.5,-2.5,-10.5,36
GHC7,-55.0,00:1a:1e:1e:cf:90,-10.5!-2.5,-2.5,-10.5,165
GHC7,-63.0,00:1a:1e:1f:99:30,-10.5!-2.5,-2.5,-10.5,149
GHC7,-77.0,00:1a:1e:1e:da:d0,-10.5!-2.5,-2.5,-10.5,165
GHC7,-69.0,00:1a:1e:1e:e9:90,-10.5!-2.5,-2.5,-10.5,153
GHC7,-57.0,00:1a:1e:1e:d2:50,-10.5!-2.5,-2.5,-10.5,161
GHC7,-63.0,00:1a:1e:1f:6c:90,-10.5!-2.5,-2.5,-10.5,149
GHC7,-83.0,00:1a:1e:1e:cd:30,-10.5!-2.5,-2.5,-10.5,36
GHC7,-89.0,00:1a:1e:1e:cb:f0,-10.5!-2.5,-2.5,-10.5,48
GHC7,-67.0,00:1a:1e:1e:d2:40,-10.5!-2.5,-2.5,-10.5,11
