map,rssi_med,BSSID,area,Y,X,channel
GHC7,-79.0,00:1a:1e:1e:f0:00,7.5!30.5,30.5,7.5,11
GHC7,-75.0,00:1a:1e:1e:d6:20,7.5!30.5,30.5,7.5,1
GHC7,-87.0,00:1a:1e:1e:e4:70,7.5!30.5,30.5,7.5,161
GHC7,-65.0,00:1a:1e:1e:d2:f0,7.5!30.5,30.5,7.5,149
GHC7,-81.0,00:1a:1e:1e:e5:10,7.5!30.5,30.5,7.5,165
GHC7,-75.0,00:1a:1e:1e:d9:50,7.5!30.5,30.5,7.5,157
GHC7,-59.0,00:1a:1e:1e:dd:b0,7.5!30.5,30.5,7.5,40
GHC7,-87.0,00:1a:1e:1e:ee:90,7.5!30.5,30.5,7.5,157
GHC7,-37.0,00:1a:1e:1e:cc:b0,7.5!30.5,30.5,7.5,48
GHC7,-75.0,00:1a:1e:1e:dc:30,7.5!30.5,30.5,7.5,165
GHC7,-85.0,00:1a:1e:1e:ef:70,7.5!30.5,30.5,7.5,165
GHC7,-89.0,00:1a:1e:1e:da:d0,7.5!30.5,30.5,7.5,165
GHC7,-75.0,00:1a:1e:1e:ea:60,7.5!30.5,30.5,7.5,11
GHC7,-81.0,00:1a:1e:1e:f0:10,7.5!30.5,30.5,7.5,44
GHC7,-57.0,00:1a:1e:1e:d6:30,7.5!30.5,30.5,7.5,161
GHC7,-73.0,00:1a:1e:1e:dd:a0,7.5!30.5,30.5,7.5,6
GHC7,-85.0,00:1a:1e:1e:e3:f0,7.5!30.5,30.5,7.5,36
GHC7,-77.0,00:1a:1e:1e:d9:40,7.5!30.5,30.5,7.5,11
GHC7,-77.0,00:1a:1e:1e:d6:40,7.5!30.5,30.5,7.5,1
GHC7,-77.0,00:1a:1e:1e:db:90,7.5!30.5,30.5,7.5,36
GHC7,-87.0,00:1a:1e:1e:e4:90,7.5!30.5,30.5,7.5,48
GHC7,-49.0,00:1a:1e:1e:cc:a0,7.5!30.5,30.5,7.5,1
GHC7,-83.0,00:1a:1e:1e:ef:30,7.5!30.5,30.5,7.5,44
GHC7,-85.0,00:1a:1e:1e:d1:b0,7.5!30.5,30.5,7.5,165
GHC7,-79.0,00:1a:1e:1e:ef:50,7.5!30.5,30.5,7.5,157
GHC7,-87.0,00:1a:1e:1e:e6:f0,7.5!0.5,0.5,7.5,165
GHC7,-89.0,00:1a:1e:19:24:b0,7.5!0.5,0.5,7.5,48
GHC7,-63.0,00:1a:1e:1e:e7:a0,7.5!0.5,0.5,7.5,1
GHC7,-69.0,00:1a:1e:1e:da:c0,7.5!0.5,0.5,7.5,6
GHC7,-83.0,00:1a:1e:1e:db:50,7.5!0.5,0.5,7.5,153
GHC7,-83.0,00:1a:1e:1e:d6:50,7.5!0.5,0.5,7.5,165
GHC7,-69.0,00:1a:1e:1f:99:20,7.5!0.5,0.5,7.5,6
GHC7,-67.0,00:1a:1e:1e:eb:10,7.5!0.5,0.5,7.5,165
GHC7,-83.0,00:1a:1e:1e:cc:50,7.5!0.5,0.5,7.5,165
GHC7,-79.0,00:1a:1e:1e:c9:50,7.5!0.5,0.5,7.5,153
GHC7,-81.0,00:1a:1e:1e:db:10,7.5!0.5,0.5,7.5,149
GHC7,-75.0,00:1a:1e:1e:e2:70,7.5!0.5,0.5,7.5,157
GHC7,-77.0,00:1a:1e:1e:d2:50,7.5!0.5,0.5,7.5,161
GHC7,-69.0,00:1a:1e:1e:ea:50,7.5!0.5,0.5,7.5,44
GHC7,-71.0,00:1a:1e:1e:d8:40,7.5!0.5,0.5,7.5,1
GHC7,-79.0,00:1a:1e:1e:dd:b0,7.5!0.5,0.5,7.5,40
GHC7,-73.0,00:1a:1e:1e:d9:f0,7.5!0.5,0.5,7.5,36
GHC7,-63.0,00:1a:1e:1e:d1:30,7.5!0.5,0.5,7.5,149
GHC7,-75.0,00:1a:1e:1e:cf:80,7.5!0.5,0.5,7.5,11
GHC7,-77.0,00:1a:1e:1e:cc:b0,7.5!0.5,0.5,7.5,48
GHC7,-87.0,00:1a:1e:1f:6c:90,7.5!0.5,0.5,7.5,149
GHC7,-79.0,00:1a:1e:19:34:30,7.5!0.5,0.5,7.5,153
GHC7,-79.0,00:1a:1e:1e:ef:00,7.5!0.5,0.5,7.5,6
GHC7,-83.0,00:1a:1e:1e:dd:f0,7.5!0.5,0.5,7.5,153
GHC7,-75.0,00:1a:1e:1e:e4:d0,7.5!0.5,0.5,7.5,36
GHC7,-77.0,00:1a:1e:1e:e5:30,7.5!0.5,0.5,7.5,36
GHC7,-77.0,00:1a:1e:19:1e:40,7.5!0.5,0.5,7.5,6
GHC7,-91.0,00:1a:1e:1e:ca:f0,7.5!0.5,0.5,7.5,157
GHC7,-73.0,00:1a:1e:1e:d1:20,7.5!0.5,0.5,7.5,11
GHC7,-61.0,00:1a:1e:1e:e7:b0,7.5!0.5,0.5,7.5,36
GHC7,-65.0,00:1a:1e:1f:99:30,7.5!0.5,0.5,7.5,149
GHC7,-57.0,00:1a:1e:1e:da:d0,7.5!0.5,0.5,7.5,165
GHC7,-81.0,00:1a:1e:1e:e2:60,7.5!0.5,0.5,7.5,11
GHC7,-75.0,00:1a:1e:1e:ea:40,7.5!0.5,0.5,7.5,1
GHC7,-79.0,00:1a:1e:1e:f0:70,7.5!0.5,0.5,7.5,157
GHC7,-65.0,00:1a:1e:1e:d8:50,7.5!0.5,0.5,7.5,157
GHC7,-81.0,00:1a:1e:1e:dd:70,7.5!0.5,0.5,7.5,165
GHC7,-75.0,00:1a:1e:1e:dd:90,7.5!0.5,0.5,7.5,44
GHC7,-89.0,00:1a:1e:1f:98:50,7.5!0.5,0.5,7.5,44
GHC7,-83.0,00:1a:1e:1e:c8:f0,7.5!0.5,0.5,7.5,36
GHC7,-73.0,00:1a:1e:1e:cb:f0,7.5!0.5,0.5,7.5,48
GHC7,-71.0,00:1a:1e:1e:e9:90,7.5!0.5,0.5,7.5,153
GHC7,-67.0,00:1a:1e:1e:ef:10,7.5!0.5,0.5,7.5,157
GHC7,-83.0,00:1a:1e:1e:cb:d0,7.5!0.5,0.5,7.5,40
GHC7,-89.0,00:1a:1e:1f:9b:50,7.5!0.5,0.5,7.5,165
GHC7,-79.0,00:1a:1e:19:1e:50,7.5!0.5,0.5,7.5,40
GHC7,-71.0,00:1a:1e:1e:e7:a0,-14.5!5.5,5.5,-14.5,1
GHC7,-75.0,00:1a:1e:1e:da:c0,-14.5!5.5,5.5,-14.5,6
GHC7,-65.0,00:1a:1e:1e:db:50,-14.5!5.5,5.5,-14.5,153
GHC7,-81.0,00:1a:1e:1e:ca:b0,-14.5!5.5,5.5,-14.5,44
GHC7,-73.0,00:1a:1e:1f:99:20,-14.5!5.5,5.5,-14.5,6
GHC7,-61.0,00:1a:1e:1e:d2:50,-14.5!5.5,5.5,-14.5,161
GHC7,-87.0,00:1a:1e:1e:db:10,-14.5!5.5,5.5,-14.5,149
GHC7,-75.0,00:1a:1e:1e:cc:50,-14.5!5.5,5.5,-14.5,165
GHC7,-73.0,00:1a:1e:1e:ea:50,-14.5!5.5,5.5,-14.5,44
GHC7,-69.0,00:1a:1e:1e:c8:e0,-14.5!5.5,5.5,-14.5,6
GHC7,-81.0,00:1a:1e:1e:d1:30,-14.5!5.5,5.5,-14.5,149
GHC7,-49.0,00:1a:1e:1e:cf:80,-14.5!5.5,5.5,-14.5,11
GHC7,-63.0,00:1a:1e:1f:6c:90,-14.5!5.5,5.5,-14.5,149
GHC7,-83.0,00:1a:1e:1e:e9:80,-14.5!5.5,5.5,-14.5,1
GHC7,-69.0,00:1a:1e:1e:ca:f0,-14.5!5.5,5.5,-14.5,157
GHC7,-77.0,00:1a:1e:1e:db:40,-14.5!5.5,5.5,-14.5,6
GHC7,-81.0,00:1a:1e:1e:d6:90,-14.5!5.5,5.5,-14.5,153
GHC7,-65.0,00:1a:1e:1e:e7:b0,-14.5!5.5,5.5,-14.5,36
GHC7,-65.0,00:1a:1e:1f:99:30,-14.5!5.5,5.5,-14.5,149
GHC7,-65.0,00:1a:1e:1e:da:d0,-14.5!5.5,5.5,-14.5,165
GHC7,-71.0,00:1a:1e:1e:d2:40,-14.5!5.5,5.5,-14.5,11
GHC7,-79.0,00:1a:1e:1e:ea:40,-14.5!5.5,5.5,-14.5,1
GHC7,-77.0,00:1a:1e:1e:d8:50,-14.5!5.5,5.5,-14.5,157
GHC7,-85.0,00:1a:1e:1e:dd:90,-14.5!5.5,5.5,-14.5,44
GHC7,-39.0,00:1a:1e:1e:cf:90,-14.5!5.5,5.5,-14.5,165
GHC7,-63.0,00:1a:1e:1e:c8:f0,-14.5!5.5,5.5,-14.5,36
GHC7,-69.0,00:1a:1e:1f:6c:80,-14.5!5.5,5.5,-14.5,11
GHC7,-87.0,00:1a:1e:1e:cb:f0,-14.5!5.5,5.5,-14.5,48
GHC7,-69.0,00:1a:1e:1e:e9:90,-14.5!5.5,5.5,-14.5,153
GHC7,-87.0,00:1a:1e:1e:ef:10,-14.5!5.5,5.5,-14.5,157
GHC7,-87.0,00:1a:1e:1e:cb:d0,-14.5!5.5,5.5,-14.5,40
GHC7,-87.0,00:1a:1e:1f:9b:50,-14.5!5.5,5.5,-14.5,165
GHC7,-75.0,00:1a:1e:1e:ca:e0,-14.5!5.5,5.5,-14.5,1
GHC7,-39.0,00:1a:1e:1e:d1:30,17.5!-7.5,-7.5,17.5,149
GHC7,-85.0,00:1a:1e:1e:db:50,17.5!-7.5,-7.5,17.5,153
GHC7,-81.0,00:1a:1e:1f:98:50,17.5!-7.5,-7.5,17.5,44
GHC7,-65.0,00:1a:1e:1e:dd:90,17.5!-7.5,-7.5,17.5,44
GHC7,-81.0,00:1a:1e:1e:e7:b0,17.5!-7.5,-7.5,17.5,36
GHC7,-65.0,00:1a:1e:1e:e5:30,17.5!-7.5,-7.5,17.5,36
GHC7,-87.0,00:1a:1e:1e:cc:b0,17.5!-7.5,-7.5,17.5,48
GHC7,-73.0,00:1a:1e:1e:cb:f0,17.5!-7.5,-7.5,17.5,48
GHC7,-75.0,00:1a:1e:1e:eb:10,17.5!-7.5,-7.5,17.5,165
GHC7,-85.0,00:1a:1e:1e:e9:90,17.5!-7.5,-7.5,17.5,153
GHC7,-81.0,00:1a:1e:1e:ef:10,17.5!-7.5,-7.5,17.5,157
GHC7,-73.0,00:1a:1e:1e:c9:50,17.5!-7.5,-7.5,17.5,153
GHC7,-75.0,00:1a:1e:1e:dd:f0,17.5!-7.5,-7.5,17.5,153
GHC7,-63.0,00:1a:1e:1e:e4:d0,17.5!-7.5,-7.5,17.5,36
GHC7,-47.0,00:1a:1e:1e:da:d0,17.5!-7.5,-7.5,17.5,165
GHC7,-87.0,00:1a:1e:1f:99:30,17.5!-7.5,-7.5,17.5,149
GHC7,-83.0,00:1a:1e:1e:e2:70,17.5!-7.5,-7.5,17.5,157
GHC7,-87.0,00:1a:1e:1e:cc:50,17.5!-7.5,-7.5,17.5,165
GHC7,-83.0,00:1a:1e:1e:cb:d0,17.5!-7.5,-7.5,17.5,40
GHC7,-75.0,00:1a:1e:1e:ea:50,17.5!-7.5,-7.5,17.5,44
GHC7,-83.0,00:1a:1e:1e:f0:70,17.5!-7.5,-7.5,17.5,157
GHC7,-73.0,00:1a:1e:1f:94:b0,16.5!49.5,49.5,16.5,153
GHC7,-89.0,00:1a:1e:1e:ea:30,16.5!49.5,49.5,16.5,165
GHC7,-79.0,00:1a:1e:1e:ea:70,16.5!49.5,49.5,16.5,149
GHC7,-63.0,00:1a:1e:1e:d2:f0,16.5!49.5,49.5,16.5,149
GHC7,-57.0,00:1a:1e:1e:d9:50,16.5!49.5,49.5,16.5,157
GHC7,-59.0,00:1a:1e:1e:dd:b0,16.5!49.5,49.5,16.5,40
GHC7,-71.0,00:1a:1e:1e:db:80,16.5!49.5,49.5,16.5,1
GHC7,-55.0,00:1a:1e:1e:d6:50,16.5!49.5,49.5,16.5,165
GHC7,-77.0,00:1a:1e:1e:cc:b0,16.5!49.5,49.5,16.5,48
GHC7,-85.0,00:1a:1e:1e:dc:30,16.5!49.5,49.5,16.5,165
GHC7,-87.0,00:1a:1e:1e:ef:70,16.5!49.5,49.5,16.5,165
GHC7,-79.0,00:1a:1e:1f:94:a0,16.5!49.5,49.5,16.5,6
GHC7,-87.0,00:1a:1e:1e:f0:10,16.5!49.5,49.5,16.5,44
GHC7,-73.0,00:1a:1e:1e:d6:30,16.5!49.5,49.5,16.5,161
GHC7,-71.0,00:1a:1e:1e:dd:a0,16.5!49.5,49.5,16.5,6
GHC7,-65.0,00:1a:1e:1e:d9:40,16.5!49.5,49.5,16.5,11
GHC7,-75.0,00:1a:1e:1e:d2:e0,16.5!49.5,49.5,16.5,6
GHC7,-63.0,00:1a:1e:1e:d6:40,16.5!49.5,49.5,16.5,1
GHC7,-65.0,00:1a:1e:1e:db:90,16.5!49.5,49.5,16.5,36
GHC7,-81.0,00:1a:1e:1e:e4:90,16.5!49.5,49.5,16.5,48
GHC7,-77.0,00:1a:1e:1e:d1:b0,16.5!49.5,49.5,16.5,165
GHC7,-75.0,00:1a:1e:1e:ef:50,16.5!49.5,49.5,16.5,157
GHC7,-47.0,00:1a:1e:1e:d3:c0,-1.5!-45.5,-45.5,-1.5,6
GHC7,-81.0,00:1a:1e:1e:cd:30,-1.5!-45.5,-45.5,-1.5,36
GHC7,-67.0,00:1a:1e:1e:e6:f0,-1.5!-45.5,-45.5,-1.5,165
GHC7,-83.0,00:1a:1e:1e:d6:90,-1.5!-45.5,-45.5,-1.5,153
GHC7,-57.0,00:1a:1e:1e:d9:f0,-1.5!-45.5,-45.5,-1.5,36
GHC7,-79.0,00:1a:1e:1e:d7:90,-1.5!-45.5,-45.5,-1.5,149
GHC7,-77.0,00:1a:1e:1e:d7:80,-1.5!-45.5,-45.5,-1.5,11
GHC7,-83.0,00:1a:1e:1e:cb:30,-1.5!-45.5,-45.5,-1.5,149
GHC7,-79.0,00:1a:1e:1e:dd:f0,-1.5!-45.5,-45.5,-1.5,153
GHC7,-43.0,00:1a:1e:1e:d3:d0,-1.5!-45.5,-45.5,-1.5,48
GHC7,-65.0,00:1a:1e:1e:d9:e0,-1.5!-45.5,-45.5,-1.5,6
GHC7,-79.0,00:1a:1e:1e:ea:40,-1.5!-45.5,-45.5,-1.5,1
GHC7,-71.0,00:1a:1e:1e:ea:50,-1.5!-45.5,-45.5,-1.5,44
GHC7,-81.0,00:1a:1e:1e:e6:e0,-1.5!-45.5,-45.5,-1.5,11
GHC7,-91.0,00:1a:1e:1e:f0:70,-1.5!-45.5,-45.5,-1.5,157
GHC7,-75.0,00:1a:1e:1f:94:b0,-13.5!32.5,32.5,-13.5,153
GHC7,-83.0,00:1a:1e:1e:d6:50,-13.5!32.5,32.5,-13.5,165
GHC7,-75.0,00:1a:1e:1e:ea:30,-13.5!32.5,32.5,-13.5,165
GHC7,-85.0,00:1a:1e:1e:ea:70,-13.5!32.5,32.5,-13.5,149
GHC7,-73.0,00:1a:1e:1e:f0:00,-13.5!32.5,32.5,-13.5,11
GHC7,-45.0,00:1a:1e:1e:d6:20,-13.5!32.5,32.5,-13.5,1
GHC7,-91.0,00:1a:1e:1e:e4:70,-13.5!32.5,32.5,-13.5,161
GHC7,-53.0,00:1a:1e:1e:d2:f0,-13.5!32.5,32.5,-13.5,149
GHC7,-83.0,00:1a:1e:1e:e4:b0,-13.5!32.5,32.5,-13.5,149
GHC7,-71.0,00:1a:1e:1e:d9:50,-13.5!32.5,32.5,-13.5,157
GHC7,-77.0,00:1a:1e:1e:dd:b0,-13.5!32.5,32.5,-13.5,40
GHC7,-73.0,00:1a:1e:1e:ee:90,-13.5!32.5,32.5,-13.5,157
GHC7,-61.0,00:1a:1e:1e:cc:b0,-13.5!32.5,32.5,-13.5,48
GHC7,-83.0,00:1a:1e:1e:dc:30,-13.5!32.5,32.5,-13.5,165
GHC7,-69.0,00:1a:1e:1e:ef:70,-13.5!32.5,32.5,-13.5,165
GHC7,-67.0,00:1a:1e:1e:f0:10,-13.5!32.5,32.5,-13.5,44
GHC7,-43.0,00:1a:1e:1e:d6:30,-13.5!32.5,32.5,-13.5,161
GHC7,-75.0,00:1a:1e:1e:e3:e0,-13.5!32.5,32.5,-13.5,1
GHC7,-73.0,00:1a:1e:1e:e3:f0,-13.5!32.5,32.5,-13.5,36
GHC7,-73.0,00:1a:1e:1e:d9:40,-13.5!32.5,32.5,-13.5,11
GHC7,-69.0,00:1a:1e:1e:d2:e0,-13.5!32.5,32.5,-13.5,6
GHC7,-89.0,00:1a:1e:1e:db:90,-13.5!32.5,32.5,-13.5,36
GHC7,-71.0,00:1a:1e:1e:cc:a0,-13.5!32.5,32.5,-13.5,1
GHC7,-89.0,00:1a:1e:1e:cf:90,-0.5!-28.5,-28.5,-0.5,165
GHC7,-81.0,00:1a:1e:1e:cd:20,-0.5!-28.5,-28.5,-0.5,11
GHC7,-85.0,00:1a:1e:1e:e7:a0,-0.5!-28.5,-28.5,-0.5,1
GHC7,-75.0,00:1a:1e:1e:d1:30,-0.5!-28.5,-28.5,-0.5,149
GHC7,-83.0,00:1a:1e:1e:db:50,-0.5!-28.5,-28.5,-0.5,153
GHC7,-81.0,00:1a:1e:1e:ca:b0,-0.5!-28.5,-28.5,-0.5,44
GHC7,-81.0,00:1a:1e:1e:cb:20,-0.5!-28.5,-28.5,-0.5,11
GHC7,-81.0,00:1a:1e:1e:d6:f0,-0.5!-28.5,-28.5,-0.5,165
GHC7,-85.0,00:1a:1e:1e:d9:d0,-0.5!-28.5,-28.5,-0.5,40
GHC7,-79.0,00:1a:1e:1e:cc:50,-0.5!-28.5,-28.5,-0.5,165
GHC7,-67.0,00:1a:1e:1e:e6:f0,-0.5!-28.5,-28.5,-0.5,165
GHC7,-53.0,00:1a:1e:1e:d9:f0,-0.5!-28.5,-28.5,-0.5,36
GHC7,-65.0,00:1a:1e:1e:d3:c0,-0.5!-28.5,-28.5,-0.5,6
GHC7,-91.0,00:1a:1e:1e:dd:b0,-0.5!-28.5,-28.5,-0.5,40
GHC7,-55.0,00:1a:1e:1e:ea:50,-0.5!-28.5,-28.5,-0.5,44
GHC7,-79.0,00:1a:1e:1e:d7:80,-0.5!-28.5,-28.5,-0.5,11
GHC7,-69.0,00:1a:1e:1e:dd:f0,-0.5!-28.5,-28.5,-0.5,153
GHC7,-91.0,00:1a:1e:1e:ca:f0,-0.5!-28.5,-28.5,-0.5,157
GHC7,-69.0,00:1a:1e:1e:cd:30,-0.5!-28.5,-28.5,-0.5,36
GHC7,-79.0,00:1a:1e:1e:d6:90,-0.5!-28.5,-28.5,-0.5,153
GHC7,-87.0,00:1a:1e:1e:e7:b0,-0.5!-28.5,-28.5,-0.5,36
GHC7,-81.0,00:1a:1e:1e:da:d0,-0.5!-28.5,-28.5,-0.5,165
GHC7,-67.0,00:1a:1e:1e:cb:30,-0.5!-28.5,-28.5,-0.5,149
GHC7,-59.0,00:1a:1e:1e:d9:e0,-0.5!-28.5,-28.5,-0.5,6
GHC7,-65.0,00:1a:1e:1e:ea:40,-0.5!-28.5,-28.5,-0.5,1
GHC7,-79.0,00:1a:1e:1e:f0:70,-0.5!-28.5,-28.5,-0.5,157
GHC7,-89.0,00:1a:1e:1e:d8:50,-0.5!-28.5,-28.5,-0.5,157
GHC7,-87.0,00:1a:1e:1e:ca:50,-0.5!-28.5,-28.5,-0.5,165
GHC7,-75.0,00:1a:1e:1e:d7:90,-0.5!-28.5,-28.5,-0.5,149
GHC7,-75.0,00:1a:1e:1e:dd:e0,-0.5!-28.5,-28.5,-0.5,1
GHC7,-57.0,00:1a:1e:1e:d3:d0,-0.5!-28.5,-28.5,-0.5,48
GHC7,-75.0,00:1a:1e:1e:e6:e0,-0.5!-28.5,-28.5,-0.5,11
GHC7,-77.0,00:1a:1e:1e:ef:30,21.5!49.5,49.5,21.5,44
GHC7,-69.0,00:1a:1e:1e:d2:f0,21.5!49.5,49.5,21.5,149
GHC7,-71.0,00:1a:1e:1e:dd:a0,21.5!49.5,49.5,21.5,6
GHC7,-47.0,00:1a:1e:1e:d6:40,21.5!49.5,49.5,21.5,1
GHC7,-63.0,00:1a:1e:1f:94:b0,21.5!49.5,49.5,21.5,153
GHC7,-83.0,00:1a:1e:1e:dc:30,21.5!49.5,49.5,21.5,165
GHC7,-79.0,00:1a:1e:1e:d2:e0,21.5!49.5,49.5,21.5,6
GHC7,-47.0,00:1a:1e:1e:d6:50,21.5!49.5,49.5,21.5,165
GHC7,-71.0,00:1a:1e:1e:db:80,21.5!49.5,49.5,21.5,1
GHC7,-73.0,00:1a:1e:1f:94:a0,21.5!49.5,49.5,21.5,6
GHC7,-77.0,00:1a:1e:1e:cc:b0,21.5!49.5,49.5,21.5,48
GHC7,-77.0,00:1a:1e:1e:e4:90,21.5!49.5,49.5,21.5,48
GHC7,-81.0,00:1a:1e:1e:e4:80,21.5!49.5,49.5,21.5,6
GHC7,-91.0,00:1a:1e:1e:f0:10,21.5!49.5,49.5,21.5,44
GHC7,-79.0,00:1a:1e:1e:ea:70,21.5!49.5,49.5,21.5,149
GHC7,-59.0,00:1a:1e:1e:dd:b0,21.5!49.5,49.5,21.5,40
GHC7,-75.0,00:1a:1e:1e:d1:b0,21.5!49.5,49.5,21.5,165
GHC7,-57.0,00:1a:1e:1e:db:90,21.5!49.5,49.5,21.5,36
GHC7,-79.0,00:1a:1e:1e:d6:30,21.5!49.5,49.5,21.5,161
GHC7,-73.0,00:1a:1e:1e:ef:50,21.5!49.5,49.5,21.5,157
GHC7,-67.0,00:1a:1e:1e:d9:50,21.5!49.5,49.5,21.5,157
GHC7,-71.0,00:1a:1e:1e:dd:a0,20.5!48.5,48.5,20.5,6
GHC7,-67.0,00:1a:1e:1e:dd:a0,8.5!47.5,47.5,8.5,6
GHC7,-81.0,00:1a:1e:1e:db:80,8.5!47.5,47.5,8.5,1
GHC7,-81.0,00:1a:1e:1f:94:b0,8.5!47.5,47.5,8.5,153
GHC7,-61.0,00:1a:1e:1e:d9:40,8.5!47.5,47.5,8.5,11
GHC7,-55.0,00:1a:1e:1e:dd:b0,8.5!47.5,47.5,8.5,40
GHC7,-79.0,00:1a:1e:1e:d2:e0,8.5!47.5,47.5,8.5,6
GHC7,-83.0,00:1a:1e:1e:ea:30,8.5!47.5,47.5,8.5,165
GHC7,-69.0,00:1a:1e:1e:d6:40,8.5!47.5,47.5,8.5,1
GHC7,-79.0,00:1a:1e:1f:94:a0,8.5!47.5,47.5,8.5,6
GHC7,-75.0,00:1a:1e:1e:cc:b0,8.5!47.5,47.5,8.5,48
GHC7,-89.0,00:1a:1e:1e:e4:90,8.5!47.5,47.5,8.5,48
GHC7,-77.0,00:1a:1e:1e:cc:a0,8.5!47.5,47.5,8.5,1
GHC7,-85.0,00:1a:1e:1e:ef:30,8.5!47.5,47.5,8.5,44
GHC7,-87.0,00:1a:1e:1e:f0:10,8.5!47.5,47.5,8.5,44
GHC7,-75.0,00:1a:1e:1e:d6:20,8.5!47.5,47.5,8.5,1
GHC7,-53.0,00:1a:1e:1e:d9:50,8.5!47.5,47.5,8.5,157
GHC7,-79.0,00:1a:1e:1e:d2:f0,10.5!19.5,19.5,10.5,149
GHC7,-81.0,00:1a:1e:1e:d8:50,10.5!19.5,19.5,10.5,157
GHC7,-85.0,00:1a:1e:1e:cf:90,10.5!19.5,19.5,10.5,165
GHC7,-79.0,00:1a:1e:1e:d9:50,10.5!19.5,19.5,10.5,157
GHC7,-77.0,00:1a:1e:1e:d1:30,10.5!19.5,19.5,10.5,149
GHC7,-85.0,00:1a:1e:1e:d9:f0,10.5!19.5,19.5,10.5,36
GHC7,-77.0,00:1a:1e:1f:94:a0,10.5!19.5,19.5,10.5,6
GHC7,-87.0,00:1a:1e:1e:ea:30,10.5!19.5,19.5,10.5,165
GHC7,-65.0,00:1a:1e:1e:dd:b0,10.5!19.5,19.5,10.5,40
GHC7,-69.0,00:1a:1e:1e:d6:50,10.5!19.5,19.5,10.5,165
GHC7,-57.0,00:1a:1e:1e:cc:b0,10.5!19.5,19.5,10.5,48
GHC7,-89.0,00:1a:1e:1e:cb:f0,10.5!19.5,19.5,10.5,48
GHC7,-85.0,00:1a:1e:1e:ef:10,10.5!19.5,19.5,10.5,157
GHC7,-67.0,00:1a:1e:1e:da:d0,10.5!19.5,19.5,10.5,165
GHC7,-79.0,00:1a:1e:1e:ea:70,10.5!19.5,19.5,10.5,149
GHC7,-89.0,00:1a:1e:1e:ef:30,10.5!19.5,19.5,10.5,44
GHC7,-87.0,00:1a:1e:1e:d1:b0,10.5!19.5,19.5,10.5,165
GHC7,-73.0,00:1a:1e:1e:d6:30,10.5!19.5,19.5,10.5,161
GHC7,-83.0,00:1a:1e:1e:ea:50,10.5!19.5,19.5,10.5,44
GHC7,-83.0,00:1a:1e:1e:ef:50,10.5!19.5,19.5,10.5,157
GHC7,-75.0,00:1a:1e:1f:94:b0,10.5!19.5,19.5,10.5,153
GHC7,-75.0,00:1a:1e:1e:e7:a0,-11.5!-2.5,-2.5,-11.5,1
GHC7,-87.0,00:1a:1e:1e:d1:30,-11.5!-2.5,-2.5,-11.5,149
GHC7,-63.0,00:1a:1e:1e:db:50,-11.5!-2.5,-2.5,-11.5,153
GHC7,-79.0,00:1a:1e:1e:ca:b0,-11.5!-2.5,-2.5,-11.5,44
GHC7,-69.0,00:1a:1e:1f:99:20,-11.5!-2.5,-2.5,-11.5,6
GHC7,-73.0,00:1a:1e:1e:cc:50,-11.5!-2.5,-2.5,-11.5,165
GHC7,-57.0,00:1a:1e:1e:d2:50,-11.5!-2.5,-2.5,-11.5,161
GHC7,-69.0,00:1a:1e:1e:ea:50,-11.5!-2.5,-2.5,-11.5,44
GHC7,-67.0,00:1a:1e:1e:c8:e0,-11.5!-2.5,-2.5,-11.5,6
GHC7,-59.0,00:1a:1e:1e:cf:80,-11.5!-2.5,-2.5,-11.5,11
GHC7,-55.0,00:1a:1e:1f:6c:90,-11.5!-2.5,-2.5,-11.5,149
GHC7,-65.0,00:1a:1e:1e:ca:f0,-11.5!-2.5,-2.5,-11.5,157
GHC7,-75.0,00:1a:1e:1e:db:40,-11.5!-2.5,-2.5,-11.5,6
GHC7,-75.0,00:1a:1e:1e:d6:90,-11.5!-2.5,-2.5,-11.5,153
GHC7,-69.0,00:1a:1e:1e:e7:b0,-11.5!-2.5,-2.5,-11.5,36
GHC7,-63.0,00:1a:1e:1f:99:30,-11.5!-2.5,-2.5,-11.5,149
GHC7,-67.0,00:1a:1e:1e:d2:40,-11.5!-2.5,-2.5,-11.5,11
GHC7,-73.0,00:1a:1e:1e:ea:40,-11.5!-2.5,-2.5,-11.5,1
GHC7,-77.0,00:1a:1e:1e:d8:50,-11.5!-2.5,-2.5,-11.5,157
GHC7,-45.0,00:1a:1e:1e:cf:90,-11.5!-2.5,-2.5,-11.5,165
GHC7,-57.0,00:1a:1e:1e:c8:f0,-11.5!-2.5,-2.5,-11.5,36
GHC7,-71.0,00:1a:1e:1f:6c:80,-11.5!-2.5,-2.5,-11.5,11
GHC7,-87.0,00:1a:1e:1e:cb:f0,-11.5!-2.5,-2.5,-11.5,48
GHC7,-67.0,00:1a:1e:1e:e9:90,-11.5!-2.5,-2.5,-11.5,153
GHC7,-87.0,00:1a:1e:1e:ef:10,-11.5!-2.5,-2.5,-11.5,157
GHC7,-87.0,00:1a:1e:1e:cb:d0,-11.5!-2.5,-2.5,-11.5,40
GHC7,-71.0,00:1a:1e:1e:ca:e0,-11.5!-2.5,-2.5,-11.5,1
GHC7,-75.0,00:1a:1e:1f:94:b0,-8.5!31.5,31.5,-8.5,153
GHC7,-77.0,00:1a:1e:1e:ee:90,-8.5!31.5,31.5,-8.5,157
